elo_rank,name,player_url,age,elo_rating,hard_elo_rank,hard_elo,clay_elo_rank,clay_elo,grass_elo_rank,grass_elo,peak_elo,peak_month,atp_rank,log_diff,fetch_time,wta_rank,tour
120,Roman Andres Burruchaga,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RomanAndresBurruchaga,23.7,1675.1,187,1530.9,96,1655.9,139,1553.2,1698.7,2025-10,107.0,0.11,2025-11-10T15:01:34.264619,,
121,Alexander Shevchenko,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexanderShevchenko,24.9,1675.0,120,1619.9,102,1641.9,210,1480.3,1792.0,2024-02,95.0,0.24,2025-11-10T15:01:34.264797,,
122,Martin Landaluce,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MartinLandaluce,19.8,1674.7,103,1649.5,176,1545.7,73,1635.7,1741.8,2024-10,130.0,-0.06,2025-11-10T15:01:34.264976,,
123,Roberto Carballes Baena,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RobertoCarballesBaena,32.5,1673.4,118,1623.7,97,1653.8,159,1526.5,1788.1,2024-07,134.0,-0.09,2025-11-10T15:01:34.265175,,
124,Dalibor Svrcina,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DaliborSvrcina,23.0,1673.2,104,1647.0,143,1589.5,185,1505.6,1712.9,2025-04,86.0,0.37,2025-11-10T15:01:34.265363,,
125,Shintaro Mochizuki,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ShintaroMochizuki,22.4,1671.4,134,1603.4,165,1562.2,58,1663.5,1714.9,2025-10,92.0,0.31,2025-11-10T15:01:34.265540,,
126,Jerome Kym,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JeromeKym,22.6,1671.1,106,1644.4,134,1601.0,175,1513.2,1738.0,2024-10,184.0,-0.38,2025-11-10T15:01:34.265735,,
127,Sebastian Baez,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SebastianBaez,24.8,1669.1,156,1570.9,83,1682.5,189,1501.0,1941.4,2022-07,45.0,1.04,2025-11-10T15:01:34.265914,,
128,Mattia Bellucci,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MattiaBellucci,24.4,1668.3,114,1626.3,174,1547.2,87,1608.3,1814.3,2024-10,73.0,0.56,2025-11-10T15:01:34.266091,,
129,Zsombor Piros,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ZsomborPiros,26.0,1664.3,136,1597.4,103,1641.7,138,1554.1,1731.0,2023-04,166.0,-0.25,2025-11-10T15:01:34.266268,,
130,Nishesh Basavareddy,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NisheshBasavareddy,20.4,1661.6,105,1646.0,252,1463.3,174,1514.2,1856.6,2025-01,139.0,-0.07,2025-11-10T15:01:34.266452,,
131,Filip Misolic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FilipMisolic,24.2,1661.6,175,1537.1,72,1701.1,122,1568.5,1829.4,2025-07,80.0,0.49,2025-11-10T15:01:34.266642,,
132,Mark Lajal,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarkLajal,22.4,1660.3,119,1621.1,193,1525.4,83,1617.8,1685.3,2025-07,149.0,-0.12,2025-11-10T15:01:34.266833,,
133,Jan Choinski,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JanChoinski,29.3,1660.1,185,1531.9,94,1658.2,258,1446.0,1669.3,2025-11,129.0,0.03,2025-11-10T15:01:34.267015,,
134,Giulio Zeppieri,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GiulioZeppieri,23.9,1659.5,113,1629.8,144,1589.1,97,1597.7,1691.2,2022-07,154.0,-0.14,2025-11-10T15:01:34.267240,,
135,Richard Gasquet,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RichardGasquet,38.9,1659.2,124,1617.4,125,1617.5,95,1600.5,2059.5,2016-05,310.0,-0.83,2025-11-10T15:01:34.267463,,
136,Guy Den Ouden,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GuyDenOuden,23.4,1657.4,356,1368.3,93,1659.8,200,1489.1,1722.8,2025-08,161.0,-0.17,2025-11-10T15:01:34.267654,,
137,Vit Kopriva,https://www.tennisabstract.com/cgi-bin/player.cgi?p=VitKopriva,28.3,1656.6,147,1586.6,101,1648.1,128,1561.8,1760.5,2025-05,102.0,0.3,2025-11-10T15:01:34.267834,,
138,Sho Shimabukuro,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ShoShimabukuro,28.2,1656.5,121,1619.8,198,1520.1,101,1591.3,1692.5,2023-09,147.0,-0.06,2025-11-10T15:01:34.268019,,
139,Francesco Passaro,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FrancescoPassaro,24.8,1651.0,129,1607.3,113,1627.0,208,1481.9,1779.0,2022-08,128.0,0.08,2025-11-10T15:01:34.268272,,
140,Alex Molcan,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexMolcan,27.9,1649.7,127,1611.1,118,1620.4,120,1569.5,1872.5,2022-07,199.0,-0.35,2025-11-10T15:01:34.268468,,
141,Nicolai Budkov Kjaer,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NicolaiBudkovKjaer,19.1,1649.2,123,1618.9,137,1595.0,161,1524.3,1749.3,2025-10,132.0,0.07,2025-11-10T15:01:34.268736,,
142,Gilles Arnaud Bailly,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GillesArnaudBailly,20.0,1648.5,131,1604.5,158,1567.2,117,1574.2,1656.4,2025-10,201.0,-0.35,2025-11-10T15:01:34.268949,,
143,Nicolas Moreno De Alboran,https://www.tennisabstract.com/cgi-bin/player.cgi?p=NicolasMorenoDeAlboran,27.8,1648.4,116,1624.8,149,1581.1,158,1527.6,1687.7,2024-11,677.0,-1.55,2025-11-10T15:01:34.269131,,
144,Quentin Halys,https://www.tennisabstract.com/cgi-bin/player.cgi?p=QuentinHalys,29.0,1645.9,132,1604.4,111,1629.6,90,1604.4,1811.4,2023-04,90.0,0.47,2025-11-10T15:01:34.269322,,
145,Andrea Vavassori,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndreaVavassori,30.3,1644.8,130,1606.1,121,1619.1,172,1516.4,1734.8,2023-04,341.0,-0.86,2025-11-10T15:01:34.269557,,
146,Titouan Droguet,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TitouanDroguet,24.3,1643.5,155,1571.6,92,1661.0,125,1564.9,1722.4,2025-07,150.0,-0.03,2025-11-10T15:01:34.269763,,
147,Coleman Wong,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ColemanWong,21.4,1643.3,126,1613.1,256,1459.2,170,1518.1,1673.5,2025-09,145.0,0.01,2025-11-10T15:01:34.269944,,
148,Tomas Barrios Vera,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TomasBarriosVera,27.8,1642.8,186,1531.8,114,1624.9,102,1589.6,1710.3,2023-07,111.0,0.29,2025-11-10T15:01:34.270122,,
149,Dusan Lajovic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DusanLajovic,35.3,1641.5,162,1555.7,104,1641.3,191,1498.3,1854.6,2018-10,119.0,0.22,2025-11-10T15:01:34.270304,,
150,Luca Nardi,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LucaNardi,22.2,1641.4,128,1609.1,140,1592.9,250,1456.8,1724.6,2024-04,85.0,0.57,2025-11-10T15:01:34.270485,,
151,Luka Mikrut,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LukaMikrut,21.5,1641.3,253,1466.1,95,1657.8,166,1520.6,1735.4,2025-10,162.0,-0.07,2025-11-10T15:01:34.270663,,
152,Carlos Taberner,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CarlosTaberner,28.2,1634.4,258,1462.7,117,1621.9,261,1445.4,1725.0,2021-10,104.0,0.38,2025-11-10T15:01:34.270842,,
153,Aslan Karatsev,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AslanKaratsev,31.9,1633.5,138,1593.3,109,1631.9,193,1497.5,1964.6,2021-05,371.0,-0.89,2025-11-10T15:01:34.271021,,
154,Vilius Gaubas,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ViliusGaubas,20.8,1632.9,215,1500.2,128,1612.5,135,1555.2,1718.5,2025-05,133.0,0.15,2025-11-10T15:01:34.271200,,
155,James Duckworth,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JamesDuckworth,33.7,1629.8,137,1593.6,190,1527.7,129,1561.8,1785.9,2021-11,106.0,0.38,2025-11-10T15:01:34.271378,,
156,Rinky Hijikata,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RinkyHijikata,24.6,1629.5,142,1591.9,241,1472.3,116,1575.1,1744.9,2025-01,127.0,0.21,2025-11-10T15:01:34.271557,,
157,Chris Rodesch,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ChrisRodesch,24.2,1627.4,159,1562.6,146,1585.8,108,1583.5,1648.9,2025-06,175.0,-0.11,2025-11-10T15:01:34.271736,,
158,Fabio Fognini,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FabioFognini,38.1,1622.9,157,1568.7,119,1620.0,137,1554.3,2003.8,2014-04,,,2025-11-10T15:01:34.271906,,
159,Adam Walton,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AdamWalton,26.5,1622.1,145,1590.5,253,1463.2,209,1480.5,1747.1,2025-04,79.0,0.7,2025-11-10T15:01:34.272088,,
160,Daniel Evans,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanielEvans,35.2,1621.1,149,1584.6,183,1532.8,86,1608.4,1902.5,2021-04,183.0,-0.13,2025-11-10T15:01:34.272266,,
161,Emil Ruusuvuori,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EmilRuusuvuori,26.5,1620.4,140,1592.7,162,1565.5,107,1583.6,1893.2,2023-06,544.0,-1.22,2025-11-10T15:01:34.272446,,
162,Marco Trungelliti,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarcoTrungelliti,35.7,1620.0,210,1504.0,112,1628.3,214,1477.9,1693.1,2018-07,136.0,0.17,2025-11-10T15:01:34.272625,,
163,Ugo Blanchet,https://www.tennisabstract.com/cgi-bin/player.cgi?p=UgoBlanchet,26.8,1619.8,135,1600.5,180,1534.5,202,1487.4,1662.1,2025-08,142.0,0.14,2025-11-10T15:01:34.272813,,
164,Facundo Diaz Acosta,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FacundoDiazAcosta,24.8,1619.7,191,1527.2,129,1609.6,259,1445.9,1791.9,2024-02,225.0,-0.32,2025-11-10T15:01:34.272995,,
165,Harold Mayot,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HaroldMayot,23.7,1619.3,151,1581.8,138,1593.7,164,1523.8,1701.9,2024-06,163.0,0.01,2025-11-10T15:01:34.273175,,
166,Borna Gojo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BornaGojo,27.6,1618.1,141,1591.9,123,1618.0,280,1435.8,1800.2,2023-10,289.0,-0.55,2025-11-10T15:01:34.273351,,
167,Thiago Agustin Tirante,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ThiagoAgustinTirante,24.5,1616.4,146,1588.0,147,1585.4,195,1496.7,1707.7,2025-08,98.0,0.53,2025-11-10T15:01:34.273534,,
168,Luca Van Assche,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LucaVanAssche,21.4,1606.8,150,1584.1,166,1561.5,180,1508.3,1801.5,2023-04,168.0,0.0,2025-11-10T15:01:34.273714,,
169,Alvaro Guillen Meza,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlvaroGuillenMeza,22.8,1606.4,382,1343.7,141,1592.8,205,1483.1,1623.9,2025-11,200.0,-0.17,2025-11-10T15:01:34.273890,,
170,Pedro Martinez,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PedroMartinez,28.5,1603.7,170,1546.3,133,1601.5,234,1463.3,1844.3,2022-04,93.0,0.6,2025-11-10T15:01:34.274069,,
171,Aleksandar Kovacevic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AleksandarKovacevic,27.1,1600.6,152,1578.7,232,1481.4,217,1476.2,1758.8,2024-04,62.0,1.01,2025-11-10T15:01:34.274247,,
172,Elmer Moller,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ElmerMoller,22.2,1599.8,230,1483.4,154,1573.9,155,1529.0,1741.1,2025-04,148.0,0.15,2025-11-10T15:01:34.274436,,
173,Kyrian Jacquet,https://www.tennisabstract.com/cgi-bin/player.cgi?p=KyrianJacquet,24.4,1599.2,153,1574.7,195,1523.4,165,1522.4,1735.1,2025-02,138.0,0.23,2025-11-10T15:01:34.274625,,
174,Tristan Schoolkate,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TristanSchoolkate,24.6,1593.5,168,1549.9,360,1359.7,109,1582.5,1703.1,2025-07,97.0,0.58,2025-11-10T15:01:34.274805,,
175,Matteo Gigante,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MatteoGigante,23.7,1591.8,182,1533.6,135,1598.0,248,1457.1,1709.5,2025-05,151.0,0.15,2025-11-10T15:01:34.274984,,
176,Facundo Bagnis,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FacundoBagnis,35.5,1590.7,202,1512.9,148,1583.8,410,1363.2,1737.0,2021-07,394.0,-0.81,2025-11-10T15:01:34.275164,,
177,Alex Bolt,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexBolt,32.7,1589.7,177,1535.6,359,1359.9,113,1580.2,1688.9,2019-03,238.0,-0.3,2025-11-10T15:01:34.275344,,
178,Lukas Klein,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LukasKlein,27.6,1588.7,203,1512.2,124,1617.7,140,1551.0,1777.5,2024-03,141.0,0.23,2025-11-10T15:01:34.275521,,
179,Hugo Dellien,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HugoDellien,32.3,1586.1,249,1469.2,157,1567.3,252,1453.8,1779.8,2022-05,125.0,0.36,2025-11-10T15:01:34.275700,,
180,Michael Mmoh,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MichaelMmoh,27.7,1584.8,161,1556.4,213,1502.3,179,1509.3,1762.3,2017-02,290.0,-0.48,2025-11-10T15:01:34.275878,,
181,Henrique Rocha,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HenriqueRocha,21.5,1584.6,163,1553.8,171,1550.0,192,1498.2,1637.6,2024-09,155.0,0.16,2025-11-10T15:01:34.276054,,
182,Daniel Elahi Galan,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanielElahiGalan,29.2,1582.4,183,1533.2,173,1548.8,168,1518.2,1757.5,2022-09,153.0,0.17,2025-11-10T15:01:34.276232,,
183,Justin Engel,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JustinEngel,18.0,1581.3,164,1553.5,289,1421.1,167,1519.7,1603.7,2025-10,196.0,-0.07,2025-11-10T15:01:34.276407,,
184,Gonzalo Bueno,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GonzaloBueno,21.5,1580.9,397,1327.0,163,1564.0,198,1490.5,1602.2,2025-11,206.0,-0.11,2025-11-10T15:01:34.276584,,
185,Jurij Rodionov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JurijRodionov,26.4,1580.6,169,1549.5,178,1541.5,183,1506.9,1702.1,2023-06,160.0,0.15,2025-11-10T15:01:34.276761,,
186,Federico Coria,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FedericoCoria,33.4,1580.0,243,1470.7,167,1558.5,359,1391.7,1754.4,2021-07,230.0,-0.21,2025-11-10T15:01:34.276940,,
187,Yosuke Watanuki,https://www.tennisabstract.com/cgi-bin/player.cgi?p=YosukeWatanuki,27.5,1579.4,172,1540.4,161,1566.6,133,1556.6,1798.2,2023-05,182.0,0.03,2025-11-10T15:01:34.277118,,
188,Yi Zhou,https://www.tennisabstract.com/cgi-bin/player.cgi?p=YiZhou,20.6,1577.8,166,1552.3,334,1380.7,201,1488.9,1596.9,2025-10,253.0,-0.3,2025-11-10T15:01:34.277298,,
189,Hugo Grenier,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HugoGrenier,29.6,1576.6,167,1550.2,271,1439.8,221,1472.4,1734.0,2022-09,177.0,0.07,2025-11-10T15:01:34.277477,,
190,Billy Harris,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BillyHarris,30.7,1574.9,184,1533.1,274,1435.8,147,1539.8,1711.4,2024-06,124.0,0.43,2025-11-10T15:01:34.277655,,
191,Martin Damm,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MartinDamm,22.0,1574.4,165,1553.4,368,1354.5,99,1595.3,1767.9,1999-11,174.0,0.09,2025-11-10T15:01:34.277832,,
192,Maximilian Marterer,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MaximilianMarterer,30.1,1574.4,192,1525.5,164,1563.9,182,1507.9,1815.1,2018-06,716.0,-1.32,2025-11-10T15:01:34.278012,,
193,Felipe Meligeni Alves,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FelipeMeligeniAlves,27.3,1574.0,245,1470.2,156,1569.8,142,1545.5,1695.3,2023-10,208.0,-0.07,2025-11-10T15:01:34.278190,,
194,Pierre Hugues Herbert,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PierreHuguesHerbert,34.6,1573.8,160,1560.6,209,1504.8,149,1536.9,1867.9,2019-06,156.0,0.22,2025-11-10T15:01:34.278368,,
195,Colton Smith,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ColtonSmith,22.6,1572.4,180,1533.8,235,1478.1,136,1555.1,1837.6,2025-06,146.0,0.29,2025-11-10T15:01:34.278546,,
196,Andrea Pellegrino,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AndreaPellegrino,28.6,1569.4,342,1382.0,159,1567.1,330,1406.6,1644.1,2025-06,140.0,0.34,2025-11-10T15:01:34.278726,,
197,Bernard Tomic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BernardTomic,32.9,1568.8,190,1527.9,245,1468.8,132,1559.1,1947.4,2015-03,186.0,0.06,2025-11-10T15:01:34.278902,,
198,Yu Hsiou Hsu,https://www.tennisabstract.com/cgi-bin/player.cgi?p=YuHsiouHsu,26.5,1566.9,173,1538.0,300,1413.4,376,1384.9,1648.0,2023-11,220.0,-0.11,2025-11-10T15:01:34.279079,,
199,Ilya Ivashka,https://www.tennisabstract.com/cgi-bin/player.cgi?p=IlyaIvashka,31.4,1566.9,188,1528.7,142,1591.9,154,1530.9,1922.5,2021-09,772.0,-1.36,2025-11-10T15:01:34.279259,,
200,Gustavo Heide,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GustavoHeide,23.6,1566.3,275,1446.3,169,1554.6,253,1452.7,1661.1,2024-07,304.0,-0.42,2025-11-10T15:01:34.279436,,
201,Liam Draxl,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LiamDraxl,23.8,1565.7,176,1536.0,199,1518.6,265,1443.6,1699.6,2025-07,120.0,0.52,2025-11-10T15:01:34.279615,,
202,Juan Carlos Prado Angelo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JuanCarlosPradoAngelo,20.6,1565.4,330,1390.8,175,1547.1,206,1482.7,1611.6,2025-10,228.0,-0.12,2025-11-10T15:01:34.279795,,
203,Cedrik Marcel Stebe,https://www.tennisabstract.com/cgi-bin/player.cgi?p=CedrikMarcelStebe,35.0,1564.7,174,1537.4,172,1549.0,230,1467.5,1824.7,2017-09,395.0,-0.67,2025-11-10T15:01:34.279972,,
204,Daniel Merida Aguilar,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DanielMeridaAguilar,21.0,1564.3,218,1496.4,187,1530.4,207,1482.1,1669.8,2025-09,172.0,0.17,2025-11-10T15:01:34.280149,,
205,Constant Lestienne,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ConstantLestienne,33.1,1563.6,179,1534.7,277,1433.6,247,1457.5,1781.3,2023-01,302.0,-0.39,2025-11-10T15:01:34.280338,,
206,August Holmgren,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AugustHolmgren,27.4,1563.1,207,1507.7,288,1421.3,78,1621.8,1677.9,2021-09,171.0,0.19,2025-11-10T15:01:34.280518,,
207,Albert Ramos,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlbertRamos,37.7,1557.7,197,1520.0,192,1526.1,301,1424.1,1889.0,2017-04,355.0,-0.54,2025-11-10T15:01:34.280762,,
208,Sumit Nagal,https://www.tennisabstract.com/cgi-bin/player.cgi?p=SumitNagal,28.1,1556.9,189,1528.4,182,1533.5,323,1410.9,1745.2,2019-09,275.0,-0.28,2025-11-10T15:01:34.280976,,
209,Jack Pinnington Jones,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JackPinningtonJones,22.5,1555.6,238,1478.7,281,1429.4,105,1585.2,1640.9,2025-07,194.0,0.07,2025-11-10T15:01:34.281158,,
210,Adolfo Daniel Vallejo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AdolfoDanielVallejo,21.5,1555.5,339,1382.9,170,1550.0,157,1527.7,1593.0,2025-10,169.0,0.22,2025-11-10T15:01:34.281338,,
211,Hyeon Chung,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HyeonChung,29.4,1553.2,181,1533.7,168,1558.1,292,1432.5,1991.8,2018-03,379.0,-0.59,2025-11-10T15:01:34.281521,,
212,Thiago Monteiro,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ThiagoMonteiro,31.3,1550.8,193,1524.2,179,1539.5,236,1462.2,1748.2,2024-05,179.0,0.17,2025-11-10T15:01:34.281701,,
213,Mikhail Kukushkin,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MikhailKukushkin,37.7,1550.7,206,1509.3,189,1528.3,152,1532.6,1864.2,2010-10,317.0,-0.4,2025-11-10T15:01:34.281883,,
214,Pavel Kotov,https://www.tennisabstract.com/cgi-bin/player.cgi?p=PavelKotov,26.9,1550.4,199,1515.5,181,1534.0,212,1479.2,1797.1,2024-05,452.0,-0.75,2025-11-10T15:01:34.282062,,
215,Alejandro Moro Canas,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlejandroMoroCanas,24.8,1548.3,196,1520.2,206,1506.1,194,1497.5,1673.5,2024-07,239.0,-0.11,2025-11-10T15:01:34.282242,,
216,Alexander Ritschard,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexanderRitschard,31.4,1547.6,256,1463.4,160,1566.8,213,1479.1,1695.9,2024-07,527.0,-0.89,2025-11-10T15:01:34.282420,,
217,Brandon Holt,https://www.tennisabstract.com/cgi-bin/player.cgi?p=BrandonHolt,27.5,1546.8,195,1522.3,362,1358.7,177,1512.0,1725.5,2025-02,114.0,0.64,2025-11-10T15:01:34.282705,,
218,Mitchell Krueger,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MitchellKrueger,31.8,1546.0,208,1506.3,217,1500.6,232,1466.2,1653.6,2022-04,202.0,0.08,2025-11-10T15:01:34.282889,,
219,Chun Hsin Tseng,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ChunHsinTseng,24.2,1545.2,246,1469.7,155,1570.6,340,1400.8,1715.6,2022-04,131.0,0.51,2025-11-10T15:01:34.283069,,
220,Francesco Maestrelli,https://www.tennisabstract.com/cgi-bin/player.cgi?p=FrancescoMaestrelli,22.8,1545.0,214,1501.8,200,1518.2,307,1418.0,1711.4,2022-07,158.0,0.33,2025-11-10T15:01:34.283250,,
221,Alexis Galarneau,https://www.tennisabstract.com/cgi-bin/player.cgi?p=AlexisGalarneau,26.6,1544.5,200,1514.9,285,1424.9,197,1491.1,1631.5,2024-04,189.0,0.16,2025-11-10T15:01:34.283430,,
222,Stefano Travaglia,https://www.tennisabstract.com/cgi-bin/player.cgi?p=StefanoTravaglia,33.8,1544.2,211,1504.0,194,1524.6,274,1439.1,1793.8,2021-02,203.0,0.09,2025-11-10T15:01:34.283610,,
223,Henri Squire,https://www.tennisabstract.com/cgi-bin/player.cgi?p=HenriSquire,25.0,1543.9,247,1469.7,184,1532.6,374,1385.4,1670.0,2024-06,267.0,-0.18,2025-11-10T15:01:34.283790,,
224,Trevor Svajda,https://www.tennisabstract.com/cgi-bin/player.cgi?p=TrevorSvajda,19.4,1543.6,205,1510.0,330,1381.8,223,1471.8,1625.4,2025-09,387.0,-0.55,2025-11-10T15:01:34.283970,,
225,Luka Pavlovic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LukaPavlovic,25.5,1542.8,343,1381.2,196,1522.1,190,1499.3,1635.0,2025-07,215.0,0.05,2025-11-10T15:01:34.284148,,
226,Elias Ymer,https://www.tennisabstract.com/cgi-bin/player.cgi?p=EliasYmer,29.5,1542.2,201,1513.4,214,1501.5,186,1504.9,1751.8,2015-06,191.0,0.17,2025-11-10T15:01:34.284328,,
227,Stefano Napolitano,https://www.tennisabstract.com/cgi-bin/player.cgi?p=StefanoNapolitano,30.5,1541.5,237,1480.6,186,1530.5,199,1489.6,1662.1,2024-05,486.0,-0.76,2025-11-10T15:01:34.284506,,
228,Jay Dylan Hara Friend,https://www.tennisabstract.com/cgi-bin/player.cgi?p=JayDylanHaraFriend,21.8,1537.4,194,1523.1,343,1373.6,228,1468.7,1581.8,2025-10,479.0,-0.74,2025-11-10T15:01:34.284686,,
229,Moez Echargui,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MoezEchargui,32.8,1536.6,204,1511.2,266,1442.6,229,1468.3,1647.0,2025-09,137.0,0.51,2025-11-10T15:01:34.285014,,
230,Dominic Stricker,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DominicStricker,23.1,1535.6,216,1500.0,224,1493.6,153,1531.3,1798.6,2021-06,367.0,-0.47,2025-11-10T15:01:34.285469,,
231,Li Tu,https://www.tennisabstract.com/cgi-bin/player.cgi?p=LiTu,29.1,1535.4,228,1486.0,270,1440.0,146,1540.2,1633.5,2022-10,256.0,-0.1,2025-11-10T15:01:34.285846,,
232,George Loffhagen,https://www.tennisabstract.com/cgi-bin/player.cgi?p=GeorgeLoffhagen,24.5,1534.3,226,1489.3,341,1377.1,257,1449.4,1649.0,2025-07,207.0,0.11,2025-11-10T15:01:34.286113,,
233,Daniil Glinka,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DaniilGlinka,25.4,1532.8,209,1505.8,202,1516.4,173,1516.4,1579.0,2025-09,247.0,-0.06,2025-11-10T15:01:34.286297,,
234,Ricardas Berankis,https://www.tennisabstract.com/cgi-bin/player.cgi?p=RicardasBerankis,35.1,1529.4,223,1490.1,191,1527.5,178,1510.6,1842.4,2011-02,413.0,-0.57,2025-11-10T15:01:34.286483,,
235,Thiago Seyboth Wild,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ThiagoSeybothWild,25.5,1529.0,178,1535.1,205,1507.1,216,1476.6,1793.4,2024-05,217.0,0.08,2025-11-10T15:01:34.286670,,
236,Clement Chidekh,https://www.tennisabstract.com/cgi-bin/player.cgi?p=ClementChidekh,24.2,1527.5,213,1502.8,342,1375.3,233,1463.8,1695.5,2024-03,251.0,-0.06,2025-11-10T15:01:34.286894,,
237,Oliver Tarvet,https://www.tennisabstract.com/cgi-bin/player.cgi?p=OliverTarvet,22.0,1526.2,239,1478.5,204,1513.1,100,1594.6,1735.2,2025-08,335.0,-0.35,2025-11-10T15:01:34.287082,,
238,Marko Topo,https://www.tennisabstract.com/cgi-bin/player.cgi?p=MarkoTopo,22.1,1525.5,250,1468.4,220,1495.5,222,1472.0,1663.9,2022-04,285.0,-0.18,2025-11-10T15:01:34.287291,,
239,Duje Ajdukovic,https://www.tennisabstract.com/cgi-bin/player.cgi?p=DujeAjdukovic,24.7,1524.9,198,1517.4,216,1500.7,389,1376.4,1687.6,2024-09,322.0,-0.3,2025-11-10T15:01:34.287471,,
